"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Ap5m1",0.00792245053986522,-0.139650175692594,0.038,0.176,1
"Ilvbl",0.00796911195491589,-0.207882526607966,0.125,0.314,1
"Rbm4b",0.00805264130684313,-0.263655146147432,0.35,0.588,1
"Aplp2",0.00815901588786,-0.338596658845236,0.3,0.529,1
"Acad12",0.00858391460147991,-0.114719026015407,0.012,0.118,1
"Pop4",0.00858391460147991,-0.142701689036283,0.012,0.118,1
"Polb",0.00868276959976965,-0.279792340865902,0.25,0.471,1
"Txnrd2",0.00878124094420721,-0.218981826598715,0.112,0.294,1
"Ints8",0.00883364657158529,-0.168038955000569,0.062,0.216,1
"Trip12",0.00884631845388168,-0.172060177706749,0.225,0.471,1
"Etaa1",0.00889446513256043,-0.135173088722613,0.012,0.118,1
"Mynn",0.00907418890110519,0.16673134030248,0.125,0,1
"Spink4",0.00909784739707121,0.337667803209159,0.688,0.51,1
"Mex3a",0.00910217192114753,-0.213722587585412,0.038,0.176,1
"Sdha",0.00914945992503719,0.209280489484016,0.788,0.725,1
"Coro1b",0.00918500476941319,-0.309594650432639,0.362,0.588,1
"Tdp1",0.00921501278447442,-0.117619278664136,0.012,0.118,1
"Cd81",0.00923206817098799,0.266299908193993,0.975,0.941,1
"Nars",0.00937056176164492,-0.254704908973263,0.25,0.451,1
"Pitx2",0.00938966758778594,0.279558903684628,0.288,0.098,1
"Ascc2",0.00953436562134047,0.212824917851099,0.162,0.02,1
"Tbc1d7",0.00953436562134047,-0.134500188800038,0.05,0.196,1
"Capn15",0.0095497018259661,-0.175178878738272,0.1,0.275,1
"Nipa2",0.0097246512915032,-0.195873275194737,0.112,0.294,1
"Dnajc25",0.009887198319018,-0.127892556061598,0.012,0.118,1
"RP23.383B20.1",0.009887198319018,-0.304200956642875,0.012,0.118,1
"Rpl3",0.00988944822574033,-0.256576509510537,1,1,1
"Tmem184a",0.0100333186616315,-0.252595534339058,0.462,0.725,1
"Cdc16",0.0101935639270185,-0.186427499050101,0.175,0.392,1
"Ctnnb1",0.0102014208746486,-0.271957582198743,0.612,0.843,1
"Tmcc3",0.0102241080760107,0.233540570201409,0.225,0.059,1
"Cldn9",0.0102393999312379,-0.120740825094145,0.012,0.118,1
"Rab10",0.01026310280586,-0.237501060727256,0.512,0.765,1
"Lypd8",0.0102859436645438,0.282549837002197,0.9,0.745,1
"Shc1",0.0102918088049451,0.235981505953685,0.162,0.02,1
"Gphn",0.0102918088049451,0.212371118007533,0.162,0.02,1
"Gart",0.0102918088049451,-0.15676592528306,0.05,0.196,1
"Btf3",0.0103025282309519,-0.22344465734863,0.988,1,1
"Rpl29",0.0104431499227619,-0.229989086843071,0.975,0.98,1
"Tspan1",0.0104859743849305,0.357094698207757,0.9,0.804,1
"Tab1",0.0105559380378924,0.149595528030145,0.162,0.02,1
"Hmgn1",0.0105595748898854,-0.356263525681527,0.675,0.824,1
"Rsl1d1",0.0105887251042282,-0.258097244444562,0.35,0.608,1
"Cdo1",0.0106128095765881,-0.193611879228584,0.262,0.49,1
"Mdh1",0.0106721522855392,0.279833064518998,0.9,0.863,1
"Ftl1",0.0107307889742389,-0.143536432550357,1,1,1
"Hikeshi",0.0107425548345957,-0.177665578892052,0.275,0.529,1
"Acsl6",0.0107672058156612,0.318389860133214,0.362,0.157,1
"Rfc3",0.0108272871810047,-0.17197918181575,0.1,0.275,1
"Tmem206",0.0109710470849476,-0.158363669466223,0.075,0.235,1
"Rps27",0.0110423438940335,0.257007111239362,0.325,0.137,1
"Hmgcs2",0.0111023491591503,-0.151600282104486,0.05,0.196,1
"Vipas39",0.0111924304459119,-0.227731616304591,0.125,0.294,1
"Abcf1",0.011290254253636,0.251573129261845,0.65,0.471,1
