"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Gstt2",2.94664980822483e-104,-0.320046572564993,0.833,0.907,9.15023164948057e-100
"Myl12a",3.66345947629416e-104,0.254849627456444,0.994,0.981,1.13761407117363e-99
"Pdhb",1.73517704165431e-103,0.288394292143858,0.953,0.814,5.38824526744914e-99
"Anapc5",1.85005524453294e-103,-0.291377495570772,0.86,0.918,5.74497655084813e-99
"Ifngr2",1.87304604294419e-103,-0.277199692113915,0.557,0.746,5.81636987715459e-99
"Ost4",2.87512401634115e-103,-0.307406367979147,0.873,0.935,8.92812260794418e-99
"Cda",3.33407635446173e-103,-0.29280612042968,0.619,0.818,1.035330730351e-98
"Ivns1abp",1.04089597426307e-102,-0.28972314591518,0.884,0.935,3.23229426887912e-98
"Pik3r1",1.33597885004869e-102,-0.263245283119602,0.309,0.572,4.14861512305619e-98
"Fubp1",1.51470126987784e-102,0.281158540573858,0.98,0.886,4.70360185335167e-98
"Ptov1",4.00610297184781e-102,-0.289849000142625,0.579,0.762,1.2440151558479e-97
"Ppp1r11",9.93174115796173e-102,0.275178338401424,0.933,0.729,3.08410358178185e-97
"Rsl1d1",1.45470687034845e-101,0.297360939285764,0.964,0.928,4.51730124449305e-97
"Anxa7",1.58910597755949e-101,0.285831623834329,0.888,0.637,4.9346507921155e-97
"Eif1ad",1.7608421960282e-101,0.283794711989006,0.919,0.731,5.46794327132637e-97
"Sec11c",2.11765130407323e-101,0.270768510195928,0.97,0.876,6.57594259453861e-97
"Idi1",1.8813022155421e-100,-0.335966201568767,0.835,0.904,5.84200776992288e-96
"Acaa1a",5.31961727256082e-100,0.282080567174209,0.862,0.608,1.65190075164831e-95
"Pfdn4",5.79785964130235e-100,0.27199302646069,0.942,0.773,1.80040935441362e-95
"Ier2",6.66584726810501e-100,-0.391906120342755,0.922,0.947,2.06994555216465e-95
"Ndufaf3",5.09996691722486e-99,0.275445372007732,0.904,0.668,1.58369272680584e-94
"S100a10",5.1657257263582e-99,0.323106405260752,0.998,0.994,1.60411280980601e-94
"Zdhhc21",8.45586575473803e-99,0.278069048344917,0.712,0.379,2.6257999928188e-94
"Mrpl55",1.37353075407796e-98,0.264049609507488,0.962,0.851,4.2652250506383e-94
"Junb",2.77310798682907e-98,0.411524435315702,0.908,0.687,8.6113322315003e-94
"Csrp1",5.131544890335e-98,0.255419711906899,0.748,0.409,1.59349863479573e-93
